製品区分,製品コード,製造指示番号,手配区分名,製番,納期,指示数,単位名,受入数,製番ステータス区分,備考,登録日,手配区分,商品コード,商品名,規格,型式,図番,品種分類コード,品種分類名,品種コード,品種名,張地種別,型紙区分１,型紙区分２,張地番号１,張地番号２,張地幅１,張地幅２,ファスナー色１,ファスナー色２,マジックテープ色１,マジックテープ色２,糸番１,糸番２,洗濯表示１,洗濯表示２,品番,仕様,ピース,パーツ,木色,特区
CH271   I,CH271   I  37           SP/183,SZS000000819,製番手配入力,JUC000000019-03,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000000822,製番手配入力,JUC000000019-04,2019/12/14,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000000846,製番手配入力,JUC000000022-03,2019/12/24,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000001166,製番手配入力,JUC000000126-03,2019/11/29,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000001191,製番手配入力,JUC000000131-03,2020/01/28,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000001228,製番手配入力,JUC000000135-03,2020/02/07,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000001254,製番手配入力,JUC000000138-03,2020/04/28,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000001985,製番手配入力,JUC000000260-03,2020/02/12,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000002976,製番手配入力,JUC000000546-03,2019/12/26,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000003270,製番手配入力,JUC000000666-03,2019/12/03,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000003550,製番手配入力,JUC000000814-03,2019/12/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000004522,製番手配入力,JUC000001211-03,2019/12/17,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000004525,製番手配入力,JUC000001211-04,2019/12/17,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000005318,製番手配入力,JUC000001632-03,2019/11/29,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000005729,製番手配入力,JUC000001768-03,2019/12/14,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000005996,製番手配入力,JUC000001815-04,2019/12/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000006747,製番手配入力,JUC000001938-03,2019/12/10,2,ﾋﾟｰｽ,0,0,37C:11/21ETD(12/6予定),2019/11/18,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000006765,製番手配入力,JUC000001941-03,2019/12/11,3,ﾋﾟｰｽ,0,0,37B:OK　37C:11/21ETD(12/6),2019/11/18,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000006791,製番手配入力,JUC000001944-04,2019/12/06,1,ﾋﾟｰｽ,0,0,37C:11/21ETD(12/6入),2019/11/18,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000006799,製番手配入力,JUC000001944-06,2019/12/06,2,ﾋﾟｰｽ,0,0,37C:11/21ETD(12/6入),2019/11/18,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000007556,製番手配入力,JUC000002033-03,2019/12/06,2,ﾋﾟｰｽ,2,1,C:11/21ETD(12/6),2019/11/20,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
CH271   I,CH271   I  50       DB  SP/183,SZS000001982,製番手配入力,JUC000000260-02,2020/02/12,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000863,ﾏﾁﾙﾀﾞ ｶｳﾁ,CH271   I  50       DB  SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,50,,DB,
CH271   I,CH271   I  50       DB  SP/183,SZS000003267,製番手配入力,JUC000000666-02,2019/12/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000863,ﾏﾁﾙﾀﾞ ｶｳﾁ,CH271   I  50       DB  SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,50,,DB,
CH271   I,CH271   I  50       NA  SN/03,SZS000004281,製番手配入力,JUC000001132-01,2019/12/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0001402,ﾏﾁﾙﾀﾞ ｶｳﾁ,CH271   I  50       NA  SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,50,,NA,
CH271   I,CH271   I  50       NA  SN/03,SZS000004450,製番手配入力,JUC000001176-01,2019/12/11,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0001402,ﾏﾁﾙﾀﾞ ｶｳﾁ,CH271   I  50       NA  SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,50,,NA,
CH271   IE,CH271   IE 03       DB  SN/01,SZS000001170,製番手配入力,JUC000000129-01,2019/12/19,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0001496,ﾏﾁﾙﾀﾞ 3Pｿﾌｧ,CH271   IE 03       DB  SN/01,,,1,製品,0011,ソファ,布,G,,SN/01,,1.42000,,BE,,BE,,104,,,,CH271,IE,03,,DB,
